name,pos,ang,sca
Yashi.X,1672/68/699,270/0/0,2.54/2.540001/2.540001
Yashi.X,1683/68/681,270/0/0,2.54/2.540001/2.540001
Yashi.X,1700/68/681,270/0/0,2.54/2.540001/2.540001
Yashi.X,1733/68/695,270/0/0,2.54/2.540001/2.540001
Yashi.X,1716/68/695,270/0/0,2.54/2.540001/2.540001
Yashi.X,1705/68/713,270/0/0,2.54/2.540001/2.540001
Yashi.X,1721/68/713,270/0/0,2.54/2.540001/2.540001
Yashi.X,1628/68/723,270/0/0,2.54/2.540001/2.540001
Yashi.X,1612/68/723,270/0/0,2.54/2.540001/2.540001
Yashi.X,1623/68/705,270/0/0,2.54/2.540001/2.540001
Yashi.X,1640/68/705,270/0/0,2.54/2.540001/2.540001
Yashi.X,1607/68/691,270/0/0,2.54/2.540001/2.540001
Yashi.X,1590/68/691,270/0/0,2.54/2.540001/2.540001
Yashi.X,1579/68/709,270/0/0,2.54/2.540001/2.540001
Yashi.X,1595/68/709,270/0/0,2.54/2.540001/2.540001
Yashi.X,1657/68/756,270/0/0,2.54/2.540001/2.540001
Yashi.X,1640/68/756,270/0/0,2.54/2.540001/2.540001
Yashi.X,1651/68/739,270/0/0,2.54/2.540001/2.540001
Yashi.X,1668/68/739,270/0/0,2.54/2.540001/2.540001
Yashi.X,1701/68/752,270/0/0,2.54/2.540001/2.540001
Yashi.X,1684/68/752,270/0/0,2.54/2.540001/2.540001
Yashi.X,1673/68/770,270/0/0,2.54/2.540001/2.540001
Yashi.X,1690/68/770,270/0/0,2.54/2.540001/2.540001
Yashi.X,1783/68/760,270/0/0,2.54/2.540001/2.540001
Yashi.X,1766/68/760,270/0/0,2.54/2.540001/2.540001
Yashi.X,1778/68/742,270/0/0,2.54/2.540001/2.540001
Yashi.X,1794/68/742,270/0/0,2.54/2.540001/2.540001
Yashi.X,1761/68/728,270/0/0,2.54/2.540001/2.540001
Yashi.X,1745/68/728,270/0/0,2.54/2.540001/2.540001
Yashi.X,1733/68/746,270/0/0,2.54/2.540001/2.540001
Yashi.X,1750/68/746,270/0/0,2.54/2.540001/2.540001
Yashi.X,1774/68/837,270/0/0,2.54/2.540001/2.540001
Yashi.X,1758/68/837,270/0/0,2.54/2.540001/2.540001
Yashi.X,1769/68/819,270/0/0,2.54/2.540001/2.540001
Yashi.X,1786/68/819,270/0/0,2.54/2.540001/2.540001
Yashi.X,1819/68/833,270/0/0,2.54/2.540001/2.540001
Yashi.X,1802/68/833,270/0/0,2.54/2.540001/2.540001
Yashi.X,1791/68/850,270/0/0,2.54/2.540001/2.540001
Yashi.X,1807/68/850,270/0/0,2.54/2.540001/2.540001
Yashi.X,1714/68/860,270/0/0,2.54/2.540001/2.540001
Yashi.X,1697/68/860,270/0/0,2.54/2.540001/2.540001
Yashi.X,1709/68/843,270/0/0,2.54/2.540001/2.540001
Yashi.X,1725/68/843,270/0/0,2.54/2.540001/2.540001
Yashi.X,1692/68/829,270/0/0,2.54/2.540001/2.540001
Yashi.X,1676/68/829,270/0/0,2.54/2.540001/2.540001
Yashi.X,1664/68/847,270/0/0,2.54/2.540001/2.540001
Yashi.X,1681/68/847,270/0/0,2.54/2.540001/2.540001
Yashi.X,1620/68/800,270/0/0,2.54/2.540001/2.540001
Yashi.X,1603/68/800,270/0/0,2.54/2.540001/2.540001
Yashi.X,1614/68/782,270/0/0,2.54/2.540001/2.540001
Yashi.X,1631/68/782,270/0/0,2.54/2.540001/2.540001
Yashi.X,1664/68/796,270/0/0,2.54/2.540001/2.540001
Yashi.X,1647/68/796,270/0/0,2.54/2.540001/2.540001
Yashi.X,1636/68/813,270/0/0,2.54/2.540001/2.540001
Yashi.X,1653/68/813,270/0/0,2.54/2.540001/2.540001
Yashi.X,1746/68/803,270/0/0,2.54/2.540001/2.540001
Yashi.X,1729/68/803,270/0/0,2.54/2.540001/2.540001
Yashi.X,1740/68/785,270/0/0,2.54/2.540001/2.540001
Yashi.X,1757/68/785,270/0/0,2.54/2.540001/2.540001
Yashi.X,1724/68/772,270/0/0,2.54/2.540001/2.540001
Yashi.X,1707/68/772,270/0/0,2.54/2.540001/2.540001
Yashi.X,1696/68/789,270/0/0,2.54/2.540001/2.540001
Yashi.X,1713/68/789,270/0/0,2.54/2.540001/2.540001
Yashi.X,1394/68/789,270/0/0,2.54/2.540001/2.540001
Yashi.X,1378/68/789,270/0/0,2.54/2.540001/2.540001
Yashi.X,1389/68/772,270/0/0,2.54/2.540001/2.540001
Yashi.X,1406/68/772,270/0/0,2.54/2.540001/2.540001
Yashi.X,1439/68/785,270/0/0,2.54/2.540001/2.540001
Yashi.X,1422/68/785,270/0/0,2.54/2.540001/2.540001
Yashi.X,1411/68/803,270/0/0,2.54/2.540001/2.540001
Yashi.X,1427/68/803,270/0/0,2.54/2.540001/2.540001
Yashi.X,1334/68/813,270/0/0,2.54/2.540001/2.540001
Yashi.X,1318/68/813,270/0/0,2.54/2.540001/2.540001
Yashi.X,1329/68/796,270/0/0,2.54/2.540001/2.540001
Yashi.X,1346/68/796,270/0/0,2.54/2.540001/2.540001
Yashi.X,1313/68/782,270/0/0,2.54/2.540001/2.540001
Yashi.X,1296/68/782,270/0/0,2.54/2.540001/2.540001
Yashi.X,1285/68/800,270/0/0,2.54/2.540001/2.540001
Yashi.X,1301/68/800,270/0/0,2.54/2.540001/2.540001
Yashi.X,1363/68/847,270/0/0,2.54/2.540001/2.540001
Yashi.X,1346/68/847,270/0/0,2.54/2.540001/2.540001
Yashi.X,1357/68/829,270/0/0,2.54/2.540001/2.540001
Yashi.X,1374/68/829,270/0/0,2.54/2.540001/2.540001
Yashi.X,1407/68/843,270/0/0,2.54/2.540001/2.540001
Yashi.X,1390/68/843,270/0/0,2.54/2.540001/2.540001
Yashi.X,1379/68/860,270/0/0,2.54/2.540001/2.540001
Yashi.X,1396/68/860,270/0/0,2.54/2.540001/2.540001
Yashi.X,1489/68/850,270/0/0,2.54/2.540001/2.540001
Yashi.X,1472/68/850,270/0/0,2.54/2.540001/2.540001
Yashi.X,1484/68/833,270/0/0,2.54/2.540001/2.540001
Yashi.X,1500/68/833,270/0/0,2.54/2.540001/2.540001
Yashi.X,1467/68/819,270/0/0,2.54/2.540001/2.540001
Yashi.X,1451/68/819,270/0/0,2.54/2.540001/2.540001
Yashi.X,1439/68/837,270/0/0,2.54/2.540001/2.540001
Yashi.X,1456/68/837,270/0/0,2.54/2.540001/2.540001
Yashi.X,1432/68/746,270/0/0,2.54/2.540001/2.540001
Yashi.X,1415/68/746,270/0/0,2.54/2.540001/2.540001
Yashi.X,1426/68/728,270/0/0,2.54/2.540001/2.540001
Yashi.X,1443/68/728,270/0/0,2.54/2.540001/2.540001
Yashi.X,1476/68/742,270/0/0,2.54/2.540001/2.540001
Yashi.X,1459/68/742,270/0/0,2.54/2.540001/2.540001
Yashi.X,1448/68/760,270/0/0,2.54/2.540001/2.540001
Yashi.X,1465/68/760,270/0/0,2.54/2.540001/2.540001
Yashi.X,1372/68/770,270/0/0,2.54/2.540001/2.540001
Yashi.X,1355/68/770,270/0/0,2.54/2.540001/2.540001
Yashi.X,1366/68/752,270/0/0,2.54/2.540001/2.540001
Yashi.X,1383/68/752,270/0/0,2.54/2.540001/2.540001
Yashi.X,1350/68/739,270/0/0,2.54/2.540001/2.540001
Yashi.X,1333/68/739,270/0/0,2.54/2.540001/2.540001
Yashi.X,1322/68/756,270/0/0,2.54/2.540001/2.540001
Yashi.X,1339/68/756,270/0/0,2.54/2.540001/2.540001
Yashi.X,1277/68/709,270/0/0,2.54/2.540001/2.540001
Yashi.X,1260/68/709,270/0/0,2.54/2.540001/2.540001
Yashi.X,1271/68/691,270/0/0,2.54/2.540001/2.540001
Yashi.X,1288/68/691,270/0/0,2.54/2.540001/2.540001
Yashi.X,1321/68/705,270/0/0,2.54/2.540001/2.540001
Yashi.X,1304/68/705,270/0/0,2.54/2.540001/2.540001
Yashi.X,1293/68/723,270/0/0,2.54/2.540001/2.540001
Yashi.X,1310/68/723,270/0/0,2.54/2.540001/2.540001
Yashi.X,1403/68/713,270/0/0,2.54/2.540001/2.540001
Yashi.X,1386/68/713,270/0/0,2.54/2.540001/2.540001
Yashi.X,1398/68/695,270/0/0,2.54/2.540001/2.540001
Yashi.X,1414/68/695,270/0/0,2.54/2.540001/2.540001
Yashi.X,1381/68/681,270/0/0,2.54/2.540001/2.540001
Yashi.X,1365/68/681,270/0/0,2.54/2.540001/2.540001
Yashi.X,1353/68/699,270/0/0,2.54/2.540001/2.540001
Yashi.X,1370/68/699,270/0/0,2.54/2.540001/2.540001
Yashi.X,1713/68/1099,270/0/0,2.54/2.540001/2.540001
Yashi.X,1696/68/1099,270/0/0,2.54/2.540001/2.540001
Yashi.X,1707/68/1082,270/0/0,2.54/2.540001/2.540001
Yashi.X,1724/68/1082,270/0/0,2.54/2.540001/2.540001
Yashi.X,1757/68/1095,270/0/0,2.54/2.540001/2.540001
Yashi.X,1740/68/1095,270/0/0,2.54/2.540001/2.540001
Yashi.X,1729/68/1113,270/0/0,2.54/2.540001/2.540001
Yashi.X,1746/68/1113,270/0/0,2.54/2.540001/2.540001
Yashi.X,1653/68/1123,270/0/0,2.54/2.540001/2.540001
Yashi.X,1636/68/1123,270/0/0,2.54/2.540001/2.540001
Yashi.X,1647/68/1105,270/0/0,2.54/2.540001/2.540001
Yashi.X,1664/68/1105,270/0/0,2.54/2.540001/2.540001
Yashi.X,1631/68/1092,270/0/0,2.54/2.540001/2.540001
Yashi.X,1614/68/1092,270/0/0,2.54/2.540001/2.540001
Yashi.X,1603/68/1109,270/0/0,2.54/2.540001/2.540001
Yashi.X,1620/68/1109,270/0/0,2.54/2.540001/2.540001
Yashi.X,1681/68/1157,270/0/0,2.54/2.540001/2.540001
Yashi.X,1664/68/1157,270/0/0,2.54/2.540001/2.540001
Yashi.X,1676/68/1139,270/0/0,2.54/2.540001/2.540001
Yashi.X,1692/68/1139,270/0/0,2.54/2.540001/2.540001
Yashi.X,1725/68/1153,270/0/0,2.54/2.540001/2.540001
Yashi.X,1709/68/1153,270/0/0,2.54/2.540001/2.540001
Yashi.X,1697/68/1170,270/0/0,2.54/2.540001/2.540001
Yashi.X,1714/68/1170,270/0/0,2.54/2.540001/2.540001
Yashi.X,1807/68/1160,270/0/0,2.54/2.540001/2.540001
Yashi.X,1791/68/1160,270/0/0,2.54/2.540001/2.540001
Yashi.X,1802/68/1143,270/0/0,2.54/2.540001/2.540001
Yashi.X,1819/68/1143,270/0/0,2.54/2.540001/2.540001
Yashi.X,1786/68/1129,270/0/0,2.54/2.540001/2.540001
Yashi.X,1769/68/1129,270/0/0,2.54/2.540001/2.540001
Yashi.X,1758/68/1147,270/0/0,2.54/2.540001/2.540001
Yashi.X,1774/68/1147,270/0/0,2.54/2.540001/2.540001
Yashi.X,1750/68/1056,270/0/0,2.54/2.540001/2.540001
Yashi.X,1733/68/1056,270/0/0,2.54/2.540001/2.540001
Yashi.X,1745/68/1038,270/0/0,2.54/2.540001/2.540001
Yashi.X,1761/68/1038,270/0/0,2.54/2.540001/2.540001
Yashi.X,1794/68/1052,270/0/0,2.54/2.540001/2.540001
Yashi.X,1778/68/1052,270/0/0,2.54/2.540001/2.540001
Yashi.X,1766/68/1070,270/0/0,2.54/2.540001/2.540001
Yashi.X,1783/68/1070,270/0/0,2.54/2.540001/2.540001
Yashi.X,1690/68/1080,270/0/0,2.54/2.540001/2.540001
Yashi.X,1673/68/1080,270/0/0,2.54/2.540001/2.540001
Yashi.X,1684/68/1062,270/0/0,2.54/2.540001/2.540001
Yashi.X,1701/68/1062,270/0/0,2.54/2.540001/2.540001
Yashi.X,1668/68/1048,270/0/0,2.54/2.540001/2.540001
Yashi.X,1651/68/1048,270/0/0,2.54/2.540001/2.540001
Yashi.X,1640/68/1066,270/0/0,2.54/2.540001/2.540001
Yashi.X,1657/68/1066,270/0/0,2.54/2.540001/2.540001
Yashi.X,1595/68/1019,270/0/0,2.54/2.540001/2.540001
Yashi.X,1579/68/1019,270/0/0,2.54/2.540001/2.540001
Yashi.X,1590/68/1001,270/0/0,2.54/2.540001/2.540001
Yashi.X,1607/68/1001,270/0/0,2.54/2.540001/2.540001
Yashi.X,1640/68/1015,270/0/0,2.54/2.540001/2.540001
Yashi.X,1623/68/1015,270/0/0,2.54/2.540001/2.540001
Yashi.X,1612/68/1033,270/0/0,2.54/2.540001/2.540001
Yashi.X,1628/68/1033,270/0/0,2.54/2.540001/2.540001
Yashi.X,1721/68/1023,270/0/0,2.54/2.540001/2.540001
Yashi.X,1705/68/1023,270/0/0,2.54/2.540001/2.540001
Yashi.X,1716/68/1005,270/0/0,2.54/2.540001/2.540001
Yashi.X,1733/68/1005,270/0/0,2.54/2.540001/2.540001
Yashi.X,1700/68/991,270/0/0,2.54/2.540001/2.540001
Yashi.X,1683/68/991,270/0/0,2.54/2.540001/2.540001
Yashi.X,1672/68/1009,270/0/0,2.54/2.540001/2.540001
Yashi.X,1688/68/1009,270/0/0,2.54/2.540001/2.540001
Yashi.X,1983/68/566,270/0/0,2.54/2.540001/2.540001
Yashi.X,1967/68/566,270/0/0,2.54/2.540001/2.540001
Yashi.X,1978/68/548,270/0/0,2.54/2.540001/2.540001
Yashi.X,1995/68/548,270/0/0,2.54/2.540001/2.540001
Yashi.X,2028/68/562,270/0/0,2.54/2.540001/2.540001
Yashi.X,2011/68/562,270/0/0,2.54/2.540001/2.540001
Yashi.X,2000/68/580,270/0/0,2.54/2.540001/2.540001
Yashi.X,2016/68/580,270/0/0,2.54/2.540001/2.540001
Yashi.X,1923/68/590,270/0/0,2.54/2.540001/2.540001
Yashi.X,1907/68/590,270/0/0,2.54/2.540001/2.540001
Yashi.X,1918/68/572,270/0/0,2.54/2.540001/2.540001
Yashi.X,1935/68/572,270/0/0,2.54/2.540001/2.540001
Yashi.X,1902/68/558,270/0/0,2.54/2.540001/2.540001
Yashi.X,1885/68/558,270/0/0,2.54/2.540001/2.540001
Yashi.X,1874/68/576,270/0/0,2.54/2.540001/2.540001
Yashi.X,1890/68/576,270/0/0,2.54/2.540001/2.540001
Yashi.X,1952/68/623,270/0/0,2.54/2.540001/2.540001
Yashi.X,1935/68/623,270/0/0,2.54/2.540001/2.540001
Yashi.X,1946/68/605,270/0/0,2.54/2.540001/2.540001
Yashi.X,1963/68/605,270/0/0,2.54/2.540001/2.540001
Yashi.X,1996/68/619,270/0/0,2.54/2.540001/2.540001
Yashi.X,1979/68/619,270/0/0,2.54/2.540001/2.540001
Yashi.X,1968/68/637,270/0/0,2.54/2.540001/2.540001
Yashi.X,1985/68/637,270/0/0,2.54/2.540001/2.540001
Yashi.X,2078/68/627,270/0/0,2.54/2.540001/2.540001
Yashi.X,2061/68/627,270/0/0,2.54/2.540001/2.540001
Yashi.X,2073/68/609,270/0/0,2.54/2.540001/2.540001
Yashi.X,2089/68/609,270/0/0,2.54/2.540001/2.540001
Yashi.X,2056/68/595,270/0/0,2.54/2.540001/2.540001
Yashi.X,2040/68/595,270/0/0,2.54/2.540001/2.540001
Yashi.X,2028/68/613,270/0/0,2.54/2.540001/2.540001
Yashi.X,2045/68/613,270/0/0,2.54/2.540001/2.540001
Yashi.X,2069/68/704,270/0/0,2.54/2.540001/2.540001
Yashi.X,2053/68/704,270/0/0,2.54/2.540001/2.540001
Yashi.X,2064/68/686,270/0/0,2.54/2.540001/2.540001
Yashi.X,2081/68/686,270/0/0,2.54/2.540001/2.540001
Yashi.X,2114/68/700,270/0/0,2.54/2.540001/2.540001
Yashi.X,2097/68/700,270/0/0,2.54/2.540001/2.540001
Yashi.X,2086/68/717,270/0/0,2.54/2.540001/2.540001
Yashi.X,2102/68/717,270/0/0,2.54/2.540001/2.540001
Yashi.X,2009/68/727,270/0/0,2.54/2.540001/2.540001
Yashi.X,1992/68/727,270/0/0,2.54/2.540001/2.540001
Yashi.X,2004/68/710,270/0/0,2.54/2.540001/2.540001
Yashi.X,2020/68/710,270/0/0,2.54/2.540001/2.540001
Yashi.X,1987/68/696,270/0/0,2.54/2.540001/2.540001
Yashi.X,1971/68/696,270/0/0,2.54/2.540001/2.540001
Yashi.X,1959/68/714,270/0/0,2.54/2.540001/2.540001
Yashi.X,1976/68/714,270/0/0,2.54/2.540001/2.540001
Yashi.X,1915/68/666,270/0/0,2.54/2.540001/2.540001
Yashi.X,1898/68/666,270/0/0,2.54/2.540001/2.540001
Yashi.X,1909/68/649,270/0/0,2.54/2.540001/2.540001
Yashi.X,1926/68/649,270/0/0,2.54/2.540001/2.540001
Yashi.X,1959/68/662,270/0/0,2.54/2.540001/2.540001
Yashi.X,1942/68/662,270/0/0,2.54/2.540001/2.540001
Yashi.X,1931/68/680,270/0/0,2.54/2.540001/2.540001
Yashi.X,1948/68/680,270/0/0,2.54/2.540001/2.540001
Yashi.X,2041/68/670,270/0/0,2.54/2.540001/2.540001
Yashi.X,2024/68/670,270/0/0,2.54/2.540001/2.540001
Yashi.X,2035/68/652,270/0/0,2.54/2.540001/2.540001
Yashi.X,2052/68/652,270/0/0,2.54/2.540001/2.540001
Yashi.X,2019/68/639,270/0/0,2.54/2.540001/2.540001
Yashi.X,2002/68/639,270/0/0,2.54/2.540001/2.540001
Yashi.X,1991/68/656,270/0/0,2.54/2.540001/2.540001
Yashi.X,2008/68/656,270/0/0,2.54/2.540001/2.540001
Yashi.X,1665/68/256,270/0/0,2.54/2.540001/2.540001
Yashi.X,1648/68/256,270/0/0,2.54/2.540001/2.540001
Yashi.X,1660/68/238,270/0/0,2.54/2.540001/2.540001
Yashi.X,1676/68/238,270/0/0,2.54/2.540001/2.540001
Yashi.X,1709/68/252,270/0/0,2.54/2.540001/2.540001
Yashi.X,1693/68/252,270/0/0,2.54/2.540001/2.540001
Yashi.X,1681/68/270,270/0/0,2.54/2.540001/2.540001
Yashi.X,1698/68/270,270/0/0,2.54/2.540001/2.540001
Yashi.X,1605/68/280,270/0/0,2.54/2.540001/2.540001
Yashi.X,1588/68/280,270/0/0,2.54/2.540001/2.540001
Yashi.X,1599/68/262,270/0/0,2.54/2.540001/2.540001
Yashi.X,1616/68/262,270/0/0,2.54/2.540001/2.540001
Yashi.X,1583/68/248,270/0/0,2.54/2.540001/2.540001
Yashi.X,1566/68/248,270/0/0,2.54/2.540001/2.540001
Yashi.X,1555/68/266,270/0/0,2.54/2.540001/2.540001
Yashi.X,1572/68/266,270/0/0,2.54/2.540001/2.540001
Yashi.X,1634/68/313,270/0/0,2.54/2.540001/2.540001
Yashi.X,1617/68/313,270/0/0,2.54/2.540001/2.540001
Yashi.X,1628/68/296,270/0/0,2.54/2.540001/2.540001
Yashi.X,1645/68/296,270/0/0,2.54/2.540001/2.540001
Yashi.X,1678/68/309,270/0/0,2.54/2.540001/2.540001
Yashi.X,1661/68/309,270/0/0,2.54/2.540001/2.540001
Yashi.X,1650/68/327,270/0/0,2.54/2.540001/2.540001
Yashi.X,1667/68/327,270/0/0,2.54/2.540001/2.540001
Yashi.X,1760/68/317,270/0/0,2.54/2.540001/2.540001
Yashi.X,1743/68/317,270/0/0,2.54/2.540001/2.540001
Yashi.X,1754/68/299,270/0/0,2.54/2.540001/2.540001
Yashi.X,1771/68/299,270/0/0,2.54/2.540001/2.540001
Yashi.X,1738/68/285,270/0/0,2.54/2.540001/2.540001
Yashi.X,1721/68/285,270/0/0,2.54/2.540001/2.540001
Yashi.X,1710/68/303,270/0/0,2.54/2.540001/2.540001
Yashi.X,1727/68/303,270/0/0,2.54/2.540001/2.540001
Yashi.X,1751/68/394,270/0/0,2.54/2.540001/2.540001
Yashi.X,1734/68/394,270/0/0,2.54/2.540001/2.540001
Yashi.X,1746/68/376,270/0/0,2.54/2.540001/2.540001
Yashi.X,1762/68/376,270/0/0,2.54/2.540001/2.540001
Yashi.X,1795/68/390,270/0/0,2.54/2.540001/2.540001
Yashi.X,1779/68/390,270/0/0,2.54/2.540001/2.540001
Yashi.X,1767/68/407,270/0/0,2.54/2.540001/2.540001
Yashi.X,1784/68/407,270/0/0,2.54/2.540001/2.540001
Yashi.X,1691/68/417,270/0/0,2.54/2.540001/2.540001
Yashi.X,1674/68/417,270/0/0,2.54/2.540001/2.540001
Yashi.X,1685/68/400,270/0/0,2.54/2.540001/2.540001
Yashi.X,1702/68/400,270/0/0,2.54/2.540001/2.540001
Yashi.X,1669/68/386,270/0/0,2.54/2.540001/2.540001
Yashi.X,1652/68/386,270/0/0,2.54/2.540001/2.540001
Yashi.X,1641/68/404,270/0/0,2.54/2.540001/2.540001
Yashi.X,1658/68/404,270/0/0,2.54/2.540001/2.540001
Yashi.X,1596/68/357,270/0/0,2.54/2.540001/2.540001
Yashi.X,1580/68/357,270/0/0,2.54/2.540001/2.540001
Yashi.X,1591/68/339,270/0/0,2.54/2.540001/2.540001
Yashi.X,1608/68/339,270/0/0,2.54/2.540001/2.540001
Yashi.X,1641/68/353,270/0/0,2.54/2.540001/2.540001
Yashi.X,1624/68/353,270/0/0,2.54/2.540001/2.540001
Yashi.X,1613/68/370,270/0/0,2.54/2.540001/2.540001
Yashi.X,1629/68/370,270/0/0,2.54/2.540001/2.540001
Yashi.X,1722/68/360,270/0/0,2.54/2.540001/2.540001
Yashi.X,1706/68/360,270/0/0,2.54/2.540001/2.540001
Yashi.X,1717/68/342,270/0/0,2.54/2.540001/2.540001
Yashi.X,1734/68/342,270/0/0,2.54/2.540001/2.540001
Yashi.X,1701/68/329,270/0/0,2.54/2.540001/2.540001
Yashi.X,1684/68/329,270/0/0,2.54/2.540001/2.540001
Yashi.X,1673/68/346,270/0/0,2.54/2.540001/2.540001
Yashi.X,1689/68/346,270/0/0,2.54/2.540001/2.540001
Yashi.X,2008/68/346,270/0/0,2.54/2.540001/2.540001
Yashi.X,1991/68/346,270/0/0,2.54/2.540001/2.540001
Yashi.X,2002/68/329,270/0/0,2.54/2.540001/2.540001
Yashi.X,2019/68/329,270/0/0,2.54/2.540001/2.540001
Yashi.X,2052/68/342,270/0/0,2.54/2.540001/2.540001
Yashi.X,2035/68/342,270/0/0,2.54/2.540001/2.540001
Yashi.X,2024/68/360,270/0/0,2.54/2.540001/2.540001
Yashi.X,2041/68/360,270/0/0,2.54/2.540001/2.540001
Yashi.X,1948/68/370,270/0/0,2.54/2.540001/2.540001
Yashi.X,1931/68/370,270/0/0,2.54/2.540001/2.540001
Yashi.X,1942/68/353,270/0/0,2.54/2.540001/2.540001
Yashi.X,1959/68/353,270/0/0,2.54/2.540001/2.540001
Yashi.X,1926/68/339,270/0/0,2.54/2.540001/2.540001
Yashi.X,1909/68/339,270/0/0,2.54/2.540001/2.540001
Yashi.X,1898/68/357,270/0/0,2.54/2.540001/2.540001
Yashi.X,1915/68/357,270/0/0,2.54/2.540001/2.540001
Yashi.X,1976/68/404,270/0/0,2.54/2.540001/2.540001
Yashi.X,1959/68/404,270/0/0,2.54/2.540001/2.540001
Yashi.X,1971/68/386,270/0/0,2.54/2.540001/2.540001
Yashi.X,1987/68/386,270/0/0,2.54/2.540001/2.540001
Yashi.X,2020/68/400,270/0/0,2.54/2.540001/2.540001
Yashi.X,2004/68/400,270/0/0,2.54/2.540001/2.540001
Yashi.X,1992/68/417,270/0/0,2.54/2.540001/2.540001
Yashi.X,2009/68/417,270/0/0,2.54/2.540001/2.540001
Yashi.X,2102/68/407,270/0/0,2.54/2.540001/2.540001
Yashi.X,2086/68/407,270/0/0,2.54/2.540001/2.540001
Yashi.X,2097/68/390,270/0/0,2.54/2.540001/2.540001
Yashi.X,2114/68/390,270/0/0,2.54/2.540001/2.540001
Yashi.X,2081/68/376,270/0/0,2.54/2.540001/2.540001
Yashi.X,2064/68/376,270/0/0,2.54/2.540001/2.540001
Yashi.X,2053/68/394,270/0/0,2.54/2.540001/2.540001
Yashi.X,2069/68/394,270/0/0,2.54/2.540001/2.540001
Yashi.X,2045/68/303,270/0/0,2.54/2.540001/2.540001
Yashi.X,2028/68/303,270/0/0,2.54/2.540001/2.540001
Yashi.X,2040/68/285,270/0/0,2.54/2.540001/2.540001
Yashi.X,2056/68/285,270/0/0,2.54/2.540001/2.540001
Yashi.X,2089/68/299,270/0/0,2.54/2.540001/2.540001
Yashi.X,2073/68/299,270/0/0,2.54/2.540001/2.540001
Yashi.X,2061/68/317,270/0/0,2.54/2.540001/2.540001
Yashi.X,2078/68/317,270/0/0,2.54/2.540001/2.540001
Yashi.X,1985/68/327,270/0/0,2.54/2.540001/2.540001
Yashi.X,1968/68/327,270/0/0,2.54/2.540001/2.540001
Yashi.X,1979/68/309,270/0/0,2.54/2.540001/2.540001
Yashi.X,1996/68/309,270/0/0,2.54/2.540001/2.540001
Yashi.X,1963/68/296,270/0/0,2.54/2.540001/2.540001
Yashi.X,1946/68/296,270/0/0,2.54/2.540001/2.540001
Yashi.X,1935/68/313,270/0/0,2.54/2.540001/2.540001
Yashi.X,1952/68/313,270/0/0,2.54/2.540001/2.540001
Yashi.X,1890/68/266,270/0/0,2.54/2.540001/2.540001
Yashi.X,1874/68/266,270/0/0,2.54/2.540001/2.540001
Yashi.X,1885/68/248,270/0/0,2.54/2.540001/2.540001
Yashi.X,1902/68/248,270/0/0,2.54/2.540001/2.540001
Yashi.X,1935/68/262,270/0/0,2.54/2.540001/2.540001
Yashi.X,1918/68/262,270/0/0,2.54/2.540001/2.540001
Yashi.X,1907/68/280,270/0/0,2.54/2.540001/2.540001
Yashi.X,1923/68/280,270/0/0,2.54/2.540001/2.540001
Yashi.X,2016/68/270,270/0/0,2.54/2.540001/2.540001
Yashi.X,2000/68/270,270/0/0,2.54/2.540001/2.540001
Yashi.X,2011/68/252,270/0/0,2.54/2.540001/2.540001
Yashi.X,2028/68/252,270/0/0,2.54/2.540001/2.540001
Yashi.X,1995/68/238,270/0/0,2.54/2.540001/2.540001
Yashi.X,1978/68/238,270/0/0,2.54/2.540001/2.540001
Yashi.X,1967/68/256,270/0/0,2.54/2.540001/2.540001
Yashi.X,1983/68/256,270/0/0,2.54/2.540001/2.540001
Yashi.X,1835/68/-316,270/0/0,2.54/2.540001/2.540001
Yashi.X,1819/68/-316,270/0/0,2.54/2.540001/2.540001
Yashi.X,1830/68/-334,270/0/0,2.54/2.540001/2.540001
Yashi.X,1847/68/-334,270/0/0,2.54/2.540001/2.540001
Yashi.X,1880/68/-320,270/0/0,2.54/2.540001/2.540001
Yashi.X,1863/68/-320,270/0/0,2.54/2.540001/2.540001
Yashi.X,1852/68/-302,270/0/0,2.54/2.540001/2.540001
Yashi.X,1868/68/-302,270/0/0,2.54/2.540001/2.540001
Yashi.X,1775/68/-292,270/0/0,2.54/2.540001/2.540001
Yashi.X,1759/68/-292,270/0/0,2.54/2.540001/2.540001
Yashi.X,1770/68/-310,270/0/0,2.54/2.540001/2.540001
Yashi.X,1787/68/-310,270/0/0,2.54/2.540001/2.540001
Yashi.X,1754/68/-324,270/0/0,2.54/2.540001/2.540001
Yashi.X,1737/68/-324,270/0/0,2.54/2.540001/2.540001
Yashi.X,1726/68/-306,270/0/0,2.54/2.540001/2.540001
Yashi.X,1742/68/-306,270/0/0,2.54/2.540001/2.540001
Yashi.X,1804/68/-259,270/0/0,2.54/2.540001/2.540001
Yashi.X,1787/68/-259,270/0/0,2.54/2.540001/2.540001
Yashi.X,1798/68/-276,270/0/0,2.54/2.540001/2.540001
Yashi.X,1815/68/-276,270/0/0,2.54/2.540001/2.540001
Yashi.X,1848/68/-263,270/0/0,2.54/2.540001/2.540001
Yashi.X,1831/68/-263,270/0/0,2.54/2.540001/2.540001
Yashi.X,1820/68/-245,270/0/0,2.54/2.540001/2.540001
Yashi.X,1837/68/-245,270/0/0,2.54/2.540001/2.540001
Yashi.X,1930/68/-255,270/0/0,2.54/2.540001/2.540001
